product_category_name_english,review_comment_title,review_comment_message
baby,Recomendo,"O produto chegou certinho, antes do prazo, bem embalado e sem avarias."
bed_bath_table,Ótimo produto ,"Como anunciado, entrega no prazo"
fashion_shoes,entrega rápida ,"Recomendo a loja, minha encomenda chegou em tempo hábil e de acordo com minhas expectativas.
"
health_beauty,Recomendo ,"Recebi o produto antes do esperado, gostei dos três itens, o material é bom e a cor é a mesma que eu queria. Uma das fronhas veio com a costura já desfiando, por isso não é 5 estrelas."
health_beauty,Satisfeita,Confiança total no stark. Entregou antes do prazo. Perfeito ! 
health_beauty,Adorei,"O produto chegou bem antes do prazo, veio bem lacrado e bem direitinho, adorei!"
health_beauty,Muito satisfeita!!!!,"O produto chegou suuuper rápido, super bem embalado. Adorei!!! Certamente comprarei mais vezes!!!"
health_beauty,Touca ,Eu adorei o produto e eles entrega antes da data prevista 
health_beauty,Pendente entrega,Nao chegou o cobertor
health_beauty,Me enganaram,"Fiz a compra de 2 conjuntos, e apesar de constar na nota fiscal os 2, somente 1 conjunto foi enviado no pacote. Quero meu outro conjunto. "
health_beauty,Tudo perfeito nota 10.,Continuem assim ja ganharam uma cliente. 
health_beauty,Jeane Jesus da Silva ,"Eu gostei muito do produto e estou satisfeita,muito obrigado.
"
health_beauty,Ótimo produto,"Era o que esperava, portanto gostei muito! Super indico! Chegou bem rápido. "
health_beauty,Muito bom,"Adorei o tamanho, produto de boa qualidade "
health_beauty,ok,ok
health_beauty,Boa,Preciso receber meu produto!
health_beauty,Ótimo ,Achei muito bom comprar c vcs
health_beauty,Muito bom,"Produto de boa qualidade, ótima costura, superou minhas expectativas. "
small_appliances,RECOMENDO,"FALTA SABER SE ENCAIXA, PQ RECEBI HOJE NA EMRPESA"
small_appliances,Recebi metade do pedido,Agora ja recebi o que faltava hoje dia 1 de junho.
bed_bath_table,melhor custo beneficio ,"A cortina atende todas as especificações, veio no tamanho certo, cor certa, do jeitinho da descrição. Tão boa que voltei e comprei mais duas. Recomendo."
bed_bath_table,Ótimo produto ,"Recebi antes do prazo, a cortina é linda, exatamente igual a descrição, mesmo tamanho das especificações, ótimo custo beneficio, super recomendo "
bed_bath_table,Ótimo ,Um produto de boa qualidade e entraga no prazo 
bed_bath_table,Entrega super rápida,Ainda não abrir o produto mas parece muito bom
garden_tools,Produto ainda não chegou,"Recebi um pacote com apenas um item do que comprei, estou com o recibo. O outro item não foi enviado e não consigo uma resposta do vendedor"
health_beauty,super recomendo,Top demais. Entrega no prazo. produto perfeito. Parebens pelo trabalho.
electronics,Loja top ,"Entrega antes do prazo, como sempre lojas lannister tá de parabéns "
cool_stuff,Ótimo ,Ótimo produto vale cada centavo 
furniture_decor,recomendo,chegou no prazo esperado
health_beauty,Não veio nada ainda ,"Compreendo que estávamos em
Greve mais até quando chega "
health_beauty,Veio incompleto,"Recomendo pois é a primeira vez que acontece, mas pedi a devolução pq o produto veio sem acessórios, diferente da propaganda. Esperando lannister dar retorno."
home_construction,Gostei ,"Gostei do produto 
Boa aparência"
computers_accessories,Muito bom,Entrega antes do prazo e tudo correto
health_beauty,Muito rapido,O prazo era de 15 dias e chegou com 3 dias.
telephony,prazo dá entrega,"No dia 04/05/2018 Comprei no site das lannister com o frete um pouco maior, porém o prazo de entrega menor entre 17 e 23 dias.
Pois é presente que que eu entregaria no dia 01/06/2018; ainda não rece"
bed_bath_table,recomendo,"Produto de ótima qualidade, recomendo a todos do ML"
auto,"Odiei, saí no prejuízo ","O CD que acompanha o produto veio rachado mesmo com a embalagem lacrada. Estou tentando efetuar a troca desde do dia da entrega, e nunca consegui e pelo visto não vou conseguir. Não recomendo."
auto,Muito bom,Produto muito bom para pequenos diagnósticos do veiculo. recomendo...
auto,Não funciona ,"O mini scanner não esta funcionando, preciso fazer a troca do produto"
housewares,Elogio,"Muito satisfeita, produto de ótima quelidade, entrega rápida. Recomendo."
cool_stuff,Produto entregue errado,A voltagem que pedi era de 220...E não 110 como veio
cool_stuff,recomendo,"Sempre fui bem atendida, entregaram no prazo.
Acredito que por causa das greves dos caminhoneiros e dos petroleiros, isso afetou o atendimento aos clientes. "
cool_stuff,pessimo,"não poço dar a minha oponião, porque ainda não recebir, deixa chegar para pode falar alguma coisa."
cool_stuff,Excelente!!,Produto entregue no prazo e bem embalado.
cool_stuff,Agradecemos ,Tudo maravilhoso muito obrigada 
cool_stuff,Não chegou no prazo,"Fiz a solicitação de cancelamento na mesma hora que comprei, e mesmo assim ainda não fui reembolsada."
cool_stuff,Otimo,Parabens 
cool_stuff,Recomendo,Tudo certo !
cool_stuff,muito bom,paguei o boleto duas vezes queria saber se recebo meu dinheiro de volta?
perfumery,Recebi Errado,Pedi o Pure Seduction e veio o Love Spell.
perfumery,não recomendo,tem quase um mês e eu não recebi o produto
computers_accessories,Muito bom,Entrega rápida
housewares,Produto certo,Recebido no prazo e conforme especificações. Recomendo.
bed_bath_table,Recomendo,"Entrega super rápida, antes do prazo, super recomendo."
stationery,Recomendo muito!,"Recebi no prazo....................recomendo a loja...................preço bom.......................entregou no prazo, só que o prazo era muito grande..................mas valeu pelo preço.........."
health_beauty,FALTA NF,NF COM VALOR EXTREMAMENTE INFERIOR AO VALOR PAGO
computers_accessories,mini gela,ok
baby,Tudo certo,Perfeito
baby,Ótima ,"Sempre muito confiável.mesmo com o prazo mudado devido a greve. Tudo foi informado.
E chegou antes do prazo
"
baby,Recomendo,Otimo produto e ainda recebi antes do prazo dA entrega
baby,Produto bom.,Atendeu minha expectativa! Recomendo!
baby,bom,Chegou certinho.
baby,Ótimo,"Recebi o produto antes do prazo, tudo certo! A qualidade do produto é muito boa. "
baby,Qualidade anunciada,Produto entregue conforme o anunciado. 
baby,Não é a melhor marca,"tenho outro sling de outra marca com tecido muito mais macio, maleável e agradável"
housewares,Bandeja ,Excelente vendedor
health_beauty,produto de má qualidade,"Recomendaria a loja por outros produtos que comprei, mas essa armação de óculos é de tão má qualidade, extremamente fraco, que não vou poder usá-lo. A armação é mole, não vale um centavo."
watches_gifts,Entrega super rápida,"lannister está de parabéns, entrega super rápida."
bed_bath_table,Péssima.,Já paguei duas parcelas de três e até hoje não recebi a mercadoria.
bed_bath_table,Excelente,"Cortina linda,material maleavel me surpreendi"
toys,Produto sujo,"O produto veio em mal estado de limpeza, parecia já ter sido usado, o espelho riscado"
toys,OTIMA ,OTIMA 
bed_bath_table,eu recomendo esta loja .,o prouto é da minha irmã.ainda não usou.
sports_leisure,Muito bom,O stark com sua equipe está excedendo as expectativas.Parabéns.
office_furniture,Uma cadeira veio quebrada,Já pedi a troca e não fizeram
sports_leisure,Produto com defeito,"Bom dia,

Recebi meu pedido no prazo porém o pushing ball veio ressecado e descascando. Como devo proceder para receber um em boas condições? 

No aguardo,

Vanessa"
toys,Excelente,"Excelente
"
computers_accessories,Recebi produto diferente ,"Comprei cartucho colorido e recebi preto, o site não funciona para solicitar troca, apenas para cancelamento, então cancelei. "
watches_gifts,Zero,"Muito bagunçado, não recomendo"
housewares,Pedido recebido corretame,O produto chegou até antes do prazo estipulado.
housewares,Recomendo,"Produto entregue conforme pedido, antes do prazo."
housewares,Não posso recomendar aind,O Produto veio com defeito.
furniture_decor,Ótimo ,"Produto excelente, entrega rápida "
health_beauty,Produto muito bonito,"Mesma qualidade de oticas que cobram do dobro a 10x mais por modelos equivalentes. Verde azulado, com astes de cor sólida e frente um pouco translúcida. "
sports_leisure,Atendimento,"Muito bom desde a compra, entrega, feedback muito bom.
Agradecido"
health_beauty,Muito bom!,Entrega rápida...produto como descrito no anúncio!
health_beauty,Não recebi ,Não recebi o produto portanto nao posso avaliar ainda
home_appliances,Excelente!,Melhor preço. Atendeu a minha necessidade.
housewares,super recomendado,"otimo 
"
sports_leisure,Não recebi.,Boa noite. Preciso de uma posição da baratheon sobre o Meu pedido. Ou o estorno no meu cartão ja que o produto não foi entregue.
sports_leisure,Gostei.,Entrega antes do prazo panelas são bonitas porém a frigideira veio amassada.
sports_leisure,Bom,Precisa melhorar a embalagem. 2 panelas vieram arranhadas como se tivessem forcado pra caber na caixa. 
sports_leisure,Jogo de panela ,As panelas sao bonitas a mesma cor da foto porem achei pequenas mas sa boas
sports_leisure,10,Muito rápido 
bed_bath_table,Recomendo,Tudo nós conformes
sports_leisure,lannister.COM,produto entregue no prazo e igual ao anuncio! recomendo! top!!!!
garden_tools,Top Show,Top Show
garden_tools,Alta qualidade ,"O produto é de alta qualidade. Acabamento bem feito, entregue antes do prazo. Já testei e estou muito satisfeito."
garden_tools,Otimo custo/benefício,Muito bom o produto. Cumpre o que promete.
garden_tools,Não recebi produto,Pedido com dois produtos... entregue apenas 1
bed_bath_table,Falta um.produto,Não recebi a capa De sofá. Estou aguardando e não estou informada de quando virá
sports_leisure,Muito boa,Rede excelente! Aguenta 200 kilos!
sports_leisure,Cumpriu as expectativas,A rede é bonita como na foto.
sports_leisure,Rede de dormir,Gostei. Achei um pouco frágil.
health_beauty,Não é da marca Mairibel! ,"Entregaram um produto de outra marca, bem inferior! E no anúncio diz marca MAIRIBEL e a foto do produto é da MAIRIBEL."
health_beauty,....,Comprei o matizador e quando chegou era de outra marca... só acho que deveriam mandar o que realmente o cliente comprou....
housewares,Confiável ,"A entrega atrasou em apenas um dia. Devido à despachos aquém do horário para distribuição. Um dia não faz diferença alguma. A ""targaryen"" é parceira há tempos, e nunca tive problemas com a ""lannister""."
housewares,Flavia,"Produto bom, entrega precisa!"
housewares,EFICIENCIA,Despacho e entrega rápida
housewares,Recomendo,Produto de boa qualidade.
sports_leisure,Produto incorreto,Produto diferente do anunciado 
food_drink,Capsulas De cafe,Chegou super rapido. Excelente presente :)
sports_leisure,Vale a pena,"O produto veio corretamente. A loja foi rápida e o produto bem embalado, protegido internamente."
bed_bath_table,Pessimo produto,"Produto de pessima qualidade!!!!
Nao se encaixa na categoria ?capacho?, espessura fina, material horrivel! PESSIMO em todos os sentidos!
NAO foi isso que comprei!!!!"
auto,Ótimo,Entrega super rápida.
furniture_decor,Feliz,Muito bom. Adorei
furniture_decor,Incompleto,Comprei 2 kits e recebi só 1.
furniture_decor,Super recomendo,Produto chegou bem antes do prazo previsto. Ainda não instalei + é exatamente como descrito.
furniture_decor,Recomendo,..
furniture_decor,Bom acabamento,Produto bem acabado 👍🏻
furniture_decor,Kit,Bom.
sports_leisure,recomendado,muito bom
construction_tools_construction,produto não entregue,Não recebi o produto e nem meu dinheiro de volta. Peço providencia das Lojas lannister.
home_appliances,bom,o produto é bom a entrega é rapida;mas frete muito caro.
furniture_decor,Ótimo ,"
"
baby,Tudo certo,O pedido veio corretamente e dentro do prazo.
pet_shop,BOA,AINDA NÃO INSTALEI AINDA...MAIS TIVE EXCELENTE INDICAÇÃO 
housewares,10,Ótimo com tinua assim que vai ter cliente por muito tempo 
bed_bath_table,Top,Lindo do jeitinho da foto
baby,A loja é boa,Não tive problemas. 
health_beauty,produto errado,"O produto esta retornando para que seja trocado na versão de grau positivo.,+ 4,50 e +3,00"
health_beauty,Free duplo,Compared lenses de grass differentes.. Ai me cobraram 2 taxas de entrega' e me entregaram em 2 caixas diferentes... Burrice do sistema q saiu cara... Mas foi entregue corretamente.
telephony,bom,bom
home_construction,Muito bom,Recomendo o produto e o vendedor
sports_leisure,5 estrelas,muito bom recebi tudo certinho do jeito que pedi 
toys,Otimo,O produto e igualzinho o do st e veio bem inalado e muito bom eu recomendo e com serteza vou comprar mais sem sair de casa ....kkk
luggage_accessories,Produto chinês ,"Propaganda enganosa de produto chinês. Não vale 50%do valor cobrado. Não é impermeável, não tem couro na composição."
baby,bom,produto de qualidade muito bom
construction_tools_construction,Defeito,A peca veio com defeito.
construction_tools_construction,Muito rapido,"Produto chegou 5 dias antes do prazo esperado, veio tudo certo."
construction_tools_construction,Perfeita,Estou muito satisfeito com a compra e o atendimento.
construction_tools_construction,Correto,"A entrega foi no prazo, tudo conforme o previsto, recomendo."
luggage_accessories,10,Muito bom o atendimento. Chegou muito rápido. Recomendo!
baby,Super Recomendo ,Muito satisfeito 
bed_bath_table,Boa,Excelente serviço de compras on line.
